ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Бакиновская Леонида Иосифовна,07-000-00-02,судья,назначен,,бессрочно,
Бебенин Николай Валентинович,07-000-00-02,судья,назначен,,бессрочно,
Бобков Николай Николаевич,07-000-00-02,судья,назначен,,бессрочно,
Василевич Татьяна Валентиновна,07-000-00-02,судья,назначен,,бессрочно,
Вышкевич Валерий Николаевич,07-000-00-02,судья,назначен,,бессрочно,
Герменчук Николай Иванович,07-000-00-02,судья,назначен,,бессрочно,
Гоголь Илья Петрович,07-000-00-02,судья,назначен,,бессрочно,
Дворак Федор Константинович,07-000-00-02,судья,назначен,,бессрочно,
Другаченко Владимир Васильевич,07-000-00-02,судья,назначен,,бессрочно,
Жуковская Галина Казимировна,07-000-00-02,судья,назначен,,бессрочно,
Кашко Михаил Михайлович,07-000-00-02,судья,назначен,,бессрочно,
Корзун Николай Геннадьевич,07-000-00-02,судья,назначен,,бессрочно,
Кулик Валентина Геннадьевна,07-000-00-02,судья,назначен,,бессрочно,
Листратенко Петр Алексеевич,07-000-00-02,судья,назначен,,бессрочно,
Минец Иван Николаевич,07-000-00-02,судья,назначен,,бессрочно,
Мирониченко Иван Алексеевич,07-000-00-02,судья,назначен,,бессрочно,
Моргулец Иван Григорьевич,07-000-00-02,судья,назначен,,бессрочно,
Ничипорович Александр Александрович,07-000-00-02,судья,назначен,,бессрочно,
Орлов Александр Александрович,07-000-00-02,судья,назначен,,бессрочно,
Пташник Владимир Николаевич,07-000-00-02,судья,назначен,,бессрочно,
Райдудин Александр Тимофеевич,07-000-00-02,судья,назначен,,бессрочно,
Русакович Василий Лукьянович,07-000-00-02,судья,назначен,,бессрочно,
Самолюк Валерий Иосифович,07-000-00-02,судья,назначен,,бессрочно,
Санько Наталья Захаровна,07-000-00-02,судья,назначен,,бессрочно,
Семуков Михаил Андреевич,07-000-00-02,судья,назначен,,бессрочно,
Смирнов Евгений Александрович,07-000-00-02,судья,назначен,,бессрочно,
Соколовская Анна Михайловна,07-000-00-02,судья,назначен,,бессрочно,
Сукач Владимир Васильевич,07-000-00-02,судья,назначен,,бессрочно,
Тетюхин Алексей Львович,07-000-00-02,судья,назначен,,бессрочно,
Тихиня Владимир Арсентьевич,07-000-00-02,судья,назначен,,бессрочно,
Федоринчик Иосиф Иванович,07-000-00-02,судья,назначен,,бессрочно,
Филимонихина Лариса Яковлевна,07-000-00-02,судья,назначен,,бессрочно,
Цалко Валерий Николаевич,07-000-00-02,судья,назначен,,бессрочно,
Царенко Евгений Михайлович,07-000-00-02,судья,назначен,,бессрочно,
Чертович Виктор Петрович,07-000-00-02,судья,назначен,,бессрочно,  
Шаройко Людмила Ефимовна,07-000-00-02,судья,назначен,,бессрочно,
Яхновец Светлана Казимировна,07-000-00-02,судья,назначен,,бессрочно,



