ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Трушко Геннадий Степанович,хозяйственный суд Брестской области,судья,назначен,,бессрочно,
Сухоцкая Ирина Францевна,02-003-03-01,судья по административным делам,назначен,,бессрочно,
Борейко Валерий Николаевич,суд Волковысского района и г.Волковысска,председатель,назначен,,бессрочно,
Дубай Светлана Ивановна,хозяйственный суд Гродненской области,судья,назначен,,бессрочно,
Дубай Светлана Ивановна,01-010-03-01,судья,освобожден,,,
Петрова Людмила Григорьевна,суд Сморгонского района и г.Сморгони,судья,назначен,,бессрочно,
Хомко Валерий Иванович,04-018-03-01,судья по административным делам,назначен,,бессрочно,
Дедкова Виктория Владимировна,06-002-03-02,судья по административным делам,назначен,,бессрочно,
Дыбленко Елена Николаевна,06-002-03-01,судья по административным делам,назначен,,бессрочно,
Колосовский Сергей Владимирович,06-002-03-02,судья по административным делам,назначен,,бессрочно,
Лопатина Валентина Степановна,06-002-03-01,судья,назначен,,бессрочно,
Тупик Татьяна Викторовна,06-002-03-01,судья по административным делам,назначен,,бессрочно,



































