ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Кушева Оксана Дмитриевна,суд г.Барановичи,судья по административным делам,назначен,,бессрочно,
Миронюк Олег Степанович,01-002-03-01,судья по административным делам,назначен,,бессрочно,
Абрамова Наталья Алексеевна,суд г.Полоцка,судья по административным делам,назначен,,бессрочно,
Воротынская Светлана Владимировна,02-002-03-01,судья,назначен,,бессрочно,
Ковалева Валентина Владимировна,02-002-03-01,судья,назначен,,бессрочно,
Рыбакова Татьяна Александровна,суд г.Орши,судья по административным делам,назначен,,бессрочно,
Калюко Вячеслав Алексеевич,03-001-03-01,судья по административным делам,назначен,,бессрочно,
Крючков Валентин Михайлович,суд г.Речицы,судья по административным делам,назначен,,бессрочно,
Кугейко Светлана Борисовна,суд Калинковичского района и г.Калинковичи,судья по административным делам,назначен,,бессрочно,
Кулик Владислав Павлович,03-008-03-01,судья,назначен,,бессрочно,
Мельников Виктор Михайлович,03-000-03-01,судья,назначен,,бессрочно,
Демещик Александр Викторович,суд Сморгонского района и г.Сморгони,судья по административным делам,назначен,,бессрочно,
Кохановская Мария Станиславовна,04-008-03-01,судья,назначен,,бессрочно,
Малючок Людмила Александровна,04-005-03-01,судья по административным делам,назначен,,бессрочно,
Никольская Зоя Матвеевна,04-000-03-01,судья,назначен,,бессрочно,
Рачинский Николай Петрович,04-002-03-02,судья по административным делам,назначен,,бессрочно,
Романовский Валерий Яцентович,уд Новогрудского района и г.Новогрудка,судья по административным делам,назначен,,бессрочно,
Маймусова Ирина Дмитриевна,06-000-03-01,судья,назначен,,бессрочно,
Сорока Ирина Анатольевна,суд Центрального района г. Могилева,судья по административным делам,назначен,,бессрочно,
Анискевич Руслан Геннадьевич,07-007-03-01,судья,назначен,,бессрочно,
Бабкина Наталья Алексеевна,07-008-03-01,судья,назначен,,бессрочно,
Гусакова Ольга Аркадьевна,07-003-03-01,судья,назначен,,бессрочно,
Земцов Олег Александрович,07-001-03-01,судья,назначен,,бессрочно,
Крикалов Сергей Александрович,07-009-03-01,судья,назначен,,бессрочно,
Николаев Сергей Вячеславович,07-003-03-01,судья,назначен,,бессрочно,
Рабаткевич Зинаида Владимировна,07-002-03-01,судья,назначен,,бессрочно,
Цорох Сергей Леонидович,07-004-03-01,судья,назначен,,бессрочно,
Шейко Нина Валерьевна,07-007-03-01,судья по административным делам,назначен,,бессрочно,



