ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Денисевич Александр Александрович,суд Первомайского района г.Бобруйска,судья,освобожден,по собственному желанию,,
Камбалова Валентина Георгиевна,суд Ленинского района г.Бобруйска,судья,освобожден,по состоянию здоровья,,
Карпенко Нина Григорьевна,суд Добрушского района и г.Добруша,судья,освобожден,выход в отставку,,
Коноплицкая Ирина Николаевна,07-007-03-01,судья,освобожден,по собственному желанию,,































