ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Борисов Алексей Васильевич,07-000-00-02,судья,освобожден,выход в отставку,,
Воробей Зора Антоновна,07-000-00-02,судья,освобожден,выход в отставку,,
Евсюков Владимир Александрович,07-000-00-02,судья,освобожден,выход в отставку,,
Жмуро Михаил Георгиевич,07-000-00-02,судья,освобожден,выход в отставку,,
Крыгин Владимир Федорович,07-000-00-02,судья,освобожден,выход в отставку,,
Луферов Анатолий Андреевич,07-000-00-02,судья,освобожден,выход в отставку,,
Попович Георгий Павлович,07-000-00-02,судья,освобожден,выход в отставку,,
Руткевич Анатолий Иосифович,07-000-00-02,судья,освобожден,выход в отставку,,
Ярош Евгений Владимирович,07-000-00-02,судья,освобожден,выход в отставку,,



