ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Балабкин Александр Васильевич,суд Бобруйского района,судья,освобожден,по собственному желанию,,
Пожиленко Николай Николаевич,суд г.Мозыря,председатель,освобожден,в связи с заключением квалификационной коллегии о невозможности дальнейшего нахождения на этой должности,,
Пожиленко Николай Николаевич,суд г.Мозыря,судья,оставлен в должности,,,
Смирников Алексей Валерьевич,06-000-03-01,судья,освобожден,по собственному желанию,,
Струкова Лариса Ивановна,хозяйственный суд Минской области,судья,освобожден,по собственному желанию,,
Федорцов Александр Адамович,03-000-03-01,судья,освобожден,перевод на другую работу,,
Шоцкий Владимир Владимирович,Минский межгарнизонный военный суд,председатель,освобожден,выход в отставку,,





















