ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Капачевская Жанна Матвеевна,суд г.Барановичи,судья по административным делам,назначен,,бессрочно,
Крук Юрий Николаевич,01-005-03-01,судья,назначен,,бессрочно,
Немкова Елена Александровна,01-005-03-01,судья по административным делам,назначен,,бессрочно,
Савчук Владимир Владимирович,суд Кобринского района и г.Кобрина,судья по административным делам,назначен,,бессрочно,
Слюсарь Светлана Борисовна,01-002-03-02,судья по административным делам,назначен,,бессрочно,
Горохова Марина Чеславовна,02-017-03-01,председатель,назначен,,бессрочно,
Лакеенкова Людмила Васильевна,02-002-03-01,судья,назначен,,бессрочно,
Морозов Валерий Петрович,02-021-03-01,судья,назначен,,бессрочно,
Саганович Иван Николаевич,02-012-03-01,судья,назначен,,бессрочно,
Сушко Наталья Сергеевна,суд Лепельского района и г.Лепеля,судья,назначен,,бессрочно,
Алисейко Ирина Александровна,суд Светлогорского района и г.Светлогорска,судья по административным делам,назначен,,бессрочно,
Дедок Александр Николаевич,03-001-03-01,председатель,назначен,,бессрочно,
Дедок Александр Николаевич,03-002-03-01,судья,освобожден,,,
Кравченко Елена Николаевна,03-002-03-01,судья,назначен,,бессрочно,
Кравченко Елена Николаевна,03-001-03-01,судья,освобожден,,,
Лащенко Юрий Алексеевич,03-002-03-03,судья по административным делам,назначен,,бессрочно,
Малашкевич Ирина Михайловна,суд Рогачевского района и г.Рогачева,судья,назначен,,бессрочно,
Шпаковская Светлана Константиновна,суд г.Речицы,судья,назначен,,бессрочно,
Бачище Елена Валерьевна,суд г.Борисова,судья по административным делам,назначен,,бессрочно,
Лавренов Николай Петрович,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Лавренов Николай Петрович,07-006-03-01,судья,освобожден,,,
Лужинский Александр Иванович,суд г.Молодечно,судья по административным делам,назначен,,бессрочно,
Макаревич Александр Петрович,суд Солигорского района и г.Солигорска,судья по административным делам,назначен,,бессрочно,
Матвеенкова Лариса Викторовна,05-012-03-01,судья,назначен,,бессрочно,
Новик Виктор Викторович,суд Дзержинского района и г.Дзержинска,судья по административным делам,назначен,,бессрочно,
Онуфриевич Элла Владимировна,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Послед Маргарита Чеславовна,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Самойло Николай Федорович,05-003-03-01,судья по административным делам,назначен,,бессрочно,
Юдилевич Виктория Петровна,суд г.Борисова,судья по административным делам,назначен,,бессрочно,
Юмагужин Руслан Хадыевич,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Семин Леонид Иосифович,06-011-03-01,председатель,назначен,,бессрочно,
Семин Леонид Иосифович,06-005-03-01,судья,освобожден,,,
Сушков Юрий Владимирович,суд ленинского района г.Бобруйска,судья,назначен,,бессрочно,
Балавнев Николай Васильевич,07-001-03-01,судья по административным делам,назначен,,бессрочно,
Белянин Виктор Владимирович,07-004-03-01,судья,назначен,,бессрочно,
Борисенок Анатолий Владимирович,07-009-03-01,судья по административным делам,назначен,,бессрочно,
Бородич Анна Валерьевна,07-002-03-01,судья,назначен,,бессрочно,
Бутько Жанна Вадимовна,07-001-03-01,судья,назначен,,бессрочно,
Германович Сергей Михайлович,07-004-03-01,судья по административным делам,назначен,,бессрочно,
Зенькевич Валентина Николаевна,07-002-03-01,судья по административным делам,назначен,,бессрочно,
Карпинчик Александр Антонович,07-006-03-01,председатель,назначен,,бессрочно,
Карпинчик Александр Антонович,07-006-03-01,заместитель председателя,освобожден,,,
Корнов Владимир Владимирович,07-008-03-01,судья по административным делам,назначен,,бессрочно,
Левицкая Жанна Викторовна,07-003-03-01,судья по административным делам,назначен,,бессрочно,
Лопух Олег Петрович,07-004-03-01,судья по административным делам,назначен,,бессрочно,
Савостьян Людмила Аркадьевна,07-007-03-01,судья по административным делам,назначен,,бессрочно,
Семак Елена Николаевна,07-008-03-01,судья,назначен,,бессрочно,
Степанова Виктория Александровна,07-008-03-01,судья по административным делам,назначен,,бессрочно,
Терешкова Елена Владимировна,07-002-03-01,судья по административным делам,назначен,,бессрочно,
Трубников Николай Алексеевич,07-005-03-01,судья по административным делам,назначен,,бессрочно,
Усик Юрий Викторович,07-005-03-01,судья,назначен,,бессрочно,
Фальковская Татьяна Николаевна,07-006-03-01,судья,назначен,,бессрочно,
Хвойницкая Жанна Анатольевна,07-001-03-01,судья по административным делам,назначен,,бессрочно,
Ширяев Игорь Вячеславович,07-001-03-01,судья,назначен,,бессрочно,






























