ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Верхось Жанна Генриховна,04-002-03-02,судья,назначен,,бессрочно,
Исаева Людмила Петровна,04-003-03-01,судья,назначен,,бессрочно,
Войнило Николай Николаевич,05-000-03-01,судья,назначен,,бессрочно,
Войнило Николай Николаевич,07-006-03-01,судья,освобожден,,,
Каплунова Елена Ивановна,05-000-03-01,судья,назначен,,бессрочно,
Каплунова Елена Ивановна,07-001-03-01,судья,освобожден,,,
Курилович Николай Васильевич,05-000-03-01,судья,назначен,,бессрочно,
Курилович Николай Васильевич,07-002-03-01,заместитель председателя,освобожден,,,
Павлов Андрей Николаевич,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Ройник Нелла Ивановна,05-000-03-01,судья,назначен,,бессрочно,
Ройник Нелла Ивановна,07-005-03-01,судья,освобожден,,,
Рунов Геннадий Владимирович,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Казусенок Александр Александрович,суд Первомайского района г.Бобруйска,председатель,назначен,,бессрочно,
Казусенок Александр Александрович,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Полуян Ольга Владимировна,06-020-03-01,судья,назначен,,бессрочно,
Будовская Оксана Сергеевна,05-002-03-01,судья,назначен,,бессрочно,
Будовская Оксана Сергеевна,07-009-03-01,судья,освобожден,,,
Дулуб Елена Сигитасовна,05-002-03-01,судья,назначен,,бессрочно,
Дулуб Елена Сигитасовна,07-008-03-01,судья,освобожден,,,
Крот Игорь Владимирович,05-002-03-01,судья,назначен,,бессрочно,
Крот Игорь Владимирович,07-004-03-01,судья,освобожден,,,
